,id,rated,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,game_time
8245,1dfSbBMw,1.0,93.0,draw,draw,25+9,tan123,1511.0,mohammad_baharan,1416.0,e4 e5 Nf3 Nc6 Bc4 h6 d3 Nf6 Nc3 Bb4 Bd2 Bxc3 Bxc3 a6 Bd5 Nxd5 exd5 Nd4 Nxe5 Qh4 Nf3 Nxf3+ Qxf3 O-O O-O-O d6 h3 b5 Rde1 Qg5+ Bd2 Qh4 Qg3 Qxg3 fxg3 Bb7 Re7 Rac8 c4 bxc4 dxc4 Rfe8 Rhe1 Kf8 Re7xe8+ Rxe8 Rxe8+ Kxe8 Ba5 c6 dxc6 Bxc6 Bb4 d5 cxd5 Bxd5 a4 Bxg2 h4 h5 Kd2 Kd7 Ke3 Ke6 Kf4 f6 Bc3 g6 b4 Bc6 a5 Be8 Bd4 f5 Kg5 Kd5 Bc5 Ke4 Bd6 Kd5 Bf4 Ke6 Bd2 Kd5 Bf4 Kc4 Bd6 Kd5 Bc5 Ke4 Bd6 Kd5 Bf4,C55,Italian Game: Anti-Fried Liver Defense,6.0,208.024
8246,j1mc3VfK,1.0,57.0,resign,white,15+15,azomio,1392.0,oalmadiniii,1429.0,f4 e6 e3 c5 c4 Nc6 b3 g6 Bb2 Nf6 Be2 Bg7 Bf3 O-O h4 h5 Nc3 Ne8 g4 Nb4 d3 d5 gxh5 d4 a3 dxc3 axb4 cxb2 Rb1 Bc3+ Kf2 a5 b5 a4 bxa4 Qa5 Ne2 Qb4 hxg6 Rxa4 Nxc3 Ra1 gxf7+ Kxf7 Qd2 Nf6 Qxb2 Qxb2+ Rxb2 Rxh1 Bxh1 Rg8 Ne4 Ng4+ Kf3 Nh2+ Rxh2,A02,Bird Opening,1.0,190.43
8247,CKFF98ES,1.0,56.0,resign,black,10+0,nickstator17,1295.0,bigbrother101,1322.0,e4 e5 d4 d6 d5 Nf6 Nf3 Nxe4 Bd3 Nf6 Nc3 Be7 Qe2 Bg4 h3 Bh5 g4 Bg6 Bxg6 fxg6 Bg5 O-O O-O-O c6 h4 Nxg4 h5 Bxg5+ Nxg5 Qxg5+ Kb1 gxh5 dxc6 Nxc6 Rxd6 Rxf2 Qc4+ Kf8 a3 Rd2 Rf1+ Rf2 Rfd1 Ne3 Qd5 Nxd5 R6xd5 Rd8 Rxd8+ Nxd8 Nd5 Rd2 Rxd2 Qxd2 Nc7 e4,B07,King's Pawn Game: Maroczy Defense,4.0,82.57716666666667
8249,jmzlKbAD,1.0,68.0,outoftime,black,9+0,totti,1312.0,profonder,1814.0,e4 e5 f4 exf4 Qg4 Nf6 Qxf4 Bc5 Nc3 O-O Be2 Rfe8 e5 Nh5 Bxh5 d6 Qxf7+ Kh8 Qxe8+ Qxe8 Bxe8 dxe5 Nf3 Bd6 d3 c6 Ng5 Be7 O-O h6 Nf7+ Kg8 Nxe5 Be6 Ng6 Bf6 Ne4 Bd4+ Kh1 Na6 Ne7+ Kh8 Bg6 Nb4 c3 Nc2 Rab1 Be5 Nc5 Bd5 d4 Bf6 Bxc2 Bxe7 b3 Bxc5 Bd2 Bd6 Rbe1 Rd8 c4 Bg8 c5 Bc7 Re7 Rc8 Rf3 b6,C30,King's Gambit Accepted |  Dodo Variation,5.0,157.14483333333334
8251,fFzAsv56,0.0,107.0,resign,white,12+3,die_uhr,1835.0,rtcxks,1632.0,d4 Nf6 c4 e6 Nf3 b6 e4 Bb7 e5 Ne4 Bd3 d5 Bxe4 dxe4 Ng5 h6 Nh3 Bb4+ Bd2 Qe7 a3 Bxd2+ Nxd2 e3 Nf3 exf2+ Nxf2 Nd7 b4 Nf8 O-O Rd8 b5 Ng6 Ng4 h5 Ne3 a6 a4 Qb4 Rb1 Qc3 Rb3 Bxf3 Rxc3 Bxd1 Rxd1 a5 g3 Rd7 h4 Kd8 Kf2 Kc8 Ke2 Kb7 Rcd3 Rhd8 Ng2 c6 bxc6+ Kxc6 Nf4 Nxf4+ gxf4 f6 exf6 gxf6 Ke3 f5 Rg1 Rh7 Rg6 Rd6 d5+ exd5 Rxd6+ Kxd6 Rxd5+ Ke6 Rb5 Rb7 c5 Rb8 Rxb6+ Rxb6 cxb6 Kd6 b7 Kc7 b8=B+ Kxb8 Kd4 Kc7 Ke5 Kc6 Kxf5 Kc5 Kg6 Kb4 f5 Kxa4 f6 Kb4 f7 a4 f8=Q+,E12,Queen's Indian Defense,6.0,300.56416666666667
8252,h9ypgibO,1.0,154.0,outoftime,black,10+1,binthaily,1952.0,angelo76,1725.0,d4 d5 Bf4 e6 Nf3 Nc6 e3 Nf6 Nbd2 a5 c3 a4 Bb5 Bd7 Bxa4 Ne4 O-O Be7 c4 Nxd2 Nxd2 dxc4 Nxc4 Na5 Bxd7+ Qxd7 Ne5 Qd5 Qa4+ c6 b4 O-O bxa5 Rxa5 Qc4 Qe4 f3 Qf5 g4 Qf6 Nd7 Qh4 Nxf8 Bxf8 Rab1 h5 gxh5 Rxh5 Bg3 Qg5 Qe2 b5 f4 Qg6 Qf3 Rd5 Rbd1 Rd6 e4 Rd8 f5 exf5 Qxf5 Qh6 Bf4 Qh4 Bg3 Qh6 Qxf7+ Kh8 Qf4 Qh3 e5 Kg8 Qf7+ Kh8 e6 Bd6 Bxd6 Rxd6 Qf8+ Kh7 Qf5+ Qxf5 Rxf5 Rxe6 d5 cxd5 Rdxd5 Re1+ Kf2 Ra1 Rd2 g6 Rxb5 Rh1 Kg3 Rg1+ Kf2 Rh1 Kg2 Ra1 Rb4 Kh6 a4 g5 Rc4 Kh5 Rd5 Ra2+ Kg3 Ra3+ Kg2 Ra2+ Kf3 Ra3+ Ke4 Kh4 a5 g4 Rc6 Ra1 a6 Re1+ Kf5 Rf1+ Ke6 Re1+ Kd7 Ra1 Rc7 Kh3 a7 Kxh2 Rh5+ Kg2 Rc2+ Kf3 Rc3+ Kf4 Rc7 g3 Rh8 g2 a8=Q Rxa8 Rxa8 g1=Q Rf8+ Ke3 Rc3+ Kd4 Rb3 Qg4+,D00,Queen's Pawn Game: Mason Attack,3.0,229.85666666666665
8253,HwVkFwpN,1.0,27.0,mate,white,10+0,kanini250,1933.0,gambitsforlife,1696.0,e4 e5 f4 exf4 Nf3 g5 Bc4 g4 d4 gxf3 Qxf3 Nf6 Bxf4 Nc6 c3 Na5 Bd3 Bd6 e5 Qe7 O-O Rg8 exd6 Qf8 Re1+ Kd8 dxc7#,C37,King's Gambit Accepted |  Ghulam-Kassim Gambit,11.0,46.6075
8254,I2pXFS2P,1.0,64.0,resign,black,10+0,syrikat,1904.0,stergioos,2089.0,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Be7 O-O d6 h3 O-O d3 Na5 Bb3 c6 Bg5 h6 Bh4 Qc7 Ne2 Nh5 Bxe7 Qxe7 c3 Kh8 Bc2 c5 d4 Bd7 dxe5 dxe5 a3 Rad8 Re1 Bxh3 Qc1 Bg4 Nh2 Bxe2 Rxe2 Nf4 Rd2 Qg5 f3 Rxd2 Qf1 Rxc2 Rd1 Nh3+ Kh1 Nf2+ Kg1 Nxd1 f4 exf4 Nf3 Qg3 Ne1 Ne3 Qf3 Qxe1+ Kh2 Qh4+,C46,Four Knights Game: Italian Variation,7.0,131.50116666666668
8256,bK1qE6Fn,1.0,73.0,resign,white,30+30,warriorspirit,1500.0,meme_master,1633.0,Nf3 Nf6 c4 Nc6 g3 e5 Bg2 d5 cxd5 Nxd5 O-O Bc5 Nxe5 Nxe5 d4 Bb6 dxe5 Be6 Nd2 O-O Nc4 c6 Nxb6 Qxb6 Qa4 Rfd8 Qh4 Nb4 Be4 h6 Bxh6 gxh6 Qxh6 Qc5 Bh7+ Kh8 Bf5+ Kg8 Bxe6 Qxe5 Qg6+ Qg7 Qxg7+ Kxg7 Bg4 Rd2 a3 Nd5 Rab1 Nf6 Bf3 Rad8 e3 Rc2 Rfd1 Rxd1+ Bxd1 Rd2 Bf3 Nd5 Bxd5 cxd5 Kf1 Kf6 Ke1 Rc2 b3 Ra2 a4 Ke5 Rd1 Rb2 Rd3,A15,English Opening: Anglo-Indian Defense |  King's Knight Variation,3.0,744.7438333333333
8257,kW6EenWd,1.0,55.0,resign,white,12+12,totonut,1799.0,regato,1657.0,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 f3 e6 Be3 Be7 Bd3 Nd7 g4 Bh4+ Kd2 Bxe4 Bxe4 Nc5 c3 Nxe4+ fxe4 Bg5 Bxg5 Qxg5+ Kc2 O-O-O h4 Qe7 Qf3 Nf6 Rf1 Rhf8 g5 Nd7 e5 Nb6 Rh2 Rd7 Rhf2 Nd5 Kd3 Kd8 Qh5 c5 Ne2 cxd4 Nxd4 a6 Qxh7 b5 Qxg7 b4 Nc6+,B18,Caro-Kann Defense: Classical Variation,8.0,283.5018333333333
8258,jM97zCq3,1.0,55.0,resign,white,15+15,kayeye,1494.0,mrjv,1619.0,e4 e6 Nf3 d5 e5 c5 b4 cxb4 d4 Nc6 Bb5 Bd7 O-O Nge7 Bg5 h6 Bh4 Qb6 a4 bxa3 Nc3 Nxd4 Nxd4 Bxb5 Ndxb5 a6 Nd4 Qc5 Qd3 Nc6 Nxc6 bxc6 h3 Rb8 Rab1 Rxb1 Rxb1 Qa7 Kh1 g5 Bg3 h5 f4 h4 Be1 gxf4 Qf3 Qe3 Rb8+ Ke7 Qf1 Qxe5 Rb7+ Kf6 Ne2,C00,French Defense: Wing Gambit,7.0,215.04416666666665
8259,o7KxxECO,0.0,189.0,mate,white,10+10,potshot,1550.0,tux09,1536.0,e4 e5 Nf3 d6 Bc4 h6 d4 exd4 Nxd4 c5 Nf3 Nc6 O-O Nf6 Nc3 Be7 Re1 Be6 Nd5 Na5 Bb5+ Nc6 Nxe7 Qxe7 e5 Nd5 exd6 Qxd6 c4 O-O-O cxd5 Bxd5 Bxc6 Bxc6 Qxd6 Rxd6 Bf4 Rf6 Be5 Rg6 Nh4 Rg5 g3 Re8 Bf4 Rd5 Rxe8+ Bxe8 Ng2 g5 Ne3 Rd2 Be5 Kd7 Rd1 Rxd1+ Nxd1 Ke6 Bc3 b5 b4 c4 Ne3 h5 f3 f5 Kf2 f4 gxf4 gxf4 Ng2 Kf5 Bd2 Ke5 Nxf4 Kd4 Ke2 c3 Bc1 Kc4 a3 Kb3 Kd3 c2 Ne6 Bg6+ Kd2 Ka4 Nd4 a5 bxa5 Kxa5 Nxc2 Ka4 Nd4 b4 axb4 Kxb4 Nc6+ Kb5 Ne7 Bf7 f4 Kc5 f5 Kd6 Ba3+ Kd7 f6 Ke6 Bb2 Kd7 Nf5 Ke6 Nh6 Bg6 Ke3 Kd5 Kf4 Ke6 Kg5 Be8 Nf5 Bf7 Ng3 Kd5 Nxh5 Kc4 Nf4 Kb3 Ba1 Ka2 Be5 Kb3 h4 Kc4 h5 Kc5 h6 Bg8 Ng6 Kd5 Ba1 Kc4 Ne7 Bf7 h7 Kd3 h8=Q Ke2 Qh2+ Kd3 Qg3+ Kc4 Qf4+ Kd3 Qd4+ Kc2 Qc3+ Kd1 Nf5 Be6 Ne3+ Ke2 Ng2 Kd1 Qe1+ Kc2 Ne3+ Kd3 Ng2 Bd5 Nf4+ Kc4 Nxd5 Kxd5 Qe5+ Kc4 f7 Kd3 f8=Q Kc4 Qff4+ Kd3 Qee3+ Kc2 Qff2+ Kd1 Qee1#,C41,Philidor Defense #3,5.0,396.33733333333333
8260,Pb76kpvL,0.0,44.0,mate,black,15+0,zher0,1702.0,shaeila89,1380.0,e4 e5 Nc3 Nf6 Nf3 Nc6 d4 exd4 Nxd4 Bb4 Nxc6 bxc6 Bd3 d5 exd5 cxd5 Bg5 Bg4 f3 Bd7 O-O c6 Re1+ Be6 Bxf6 Bc5+ Kh1 gxf6 Na4 Bb4 c3 Bd6 Qe2 Rg8 g4 Rb8 Bxh7 Rh8 Qd3 Qc7 Rg1 Kd7 Bf5 Rxh2#,C47,Four Knights Game: Scotch Variation Accepted,8.0,493.32216666666665
8261,lgGIFh4f,1.0,39.0,draw,draw,10+0,eraldii,1894.0,bbsd,1781.0,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Bc5 Re1 O-O c3 d6 d4 Ba7 Bxc6 bxc6 dxe5 dxe5 Qxd8 Rxd8 Nxe5 Bd7 Nxd7 Rxd7 Bg5 Nxe4 Be3 Bxe3 fxe3 Rad8 h3 Rd1 Na3 Rxa1 Rxa1 Rd2 Nc4,C78,Ruy Lopez: Morphy Defense |  Neo-Arkhangelsk Variation,10.0,44.424166666666665
8263,zCET88T5,0.0,53.0,resign,white,19+0,alda5,1477.0,klexus,1602.0,e4 c5 Qh5 d6 Bc4 g6 Qf3 Nf6 Nc3 Nc6 Nd5 Nd4 Qc3 Bg7 Nf3 Nxe4 Qd3 Bf5 O-O Nxf2 Bb5+ Kf8 Qc4 Nxf3+ gxf3 Nh3+ Kh1 Bd4 c3 e6 cxd4 exd5 Qxd5 a6 Bc4 Be6 Qxb7 Bxc4 Re1 Rb8 Qe4 Qg5 Qe3 Re8 Qxe8+ Kg7 Qe3 Bd5 d3 Qxe3 Rxe3 Re8 Kg2,B20,Sicilian Defense,2.0,406.68733333333336
8264,9yZftlCd,1.0,85.0,outoftime,white,10+0,samoo1477,1727.0,oamora,1680.0,e4 e6 d4 d5 Nd2 Bb4 c3 Ba5 f4 Nf6 e5 Nfd7 Nb3 Bb6 Be3 O-O Qg4 Qe7 Nf3 a6 Qh3 c5 Bd3 h6 Be2 cxd4 cxd4 Nc6 O-O f6 Nh4 Qf7 Rac1 Ba7 Bg4 Nb6 Nc5 f5 Be2 Nd7 Nb3 Nb6 g3 Nc4 Bxc4 dxc4 Rxc4 Bd7 Rfc1 Rac8 Qf1 b5 R4c2 Rc7 Na5 Rfc8 Nxc6 Bxc6 Nf3 Qh5 Nd2 Bb6 b4 Bd5 Rxc7 Rxc7 Rxc7 Bxc7 a3 Qf7 Nf3 Qh5 Nh4 g5 Ng2 Qh3 fxg5 hxg5 Bxg5 Bxg2 Qxg2 Qg4 Bf6 Qxd4+ Qf2,C03,French Defense: Tarrasch Variation,5.0,194.28266666666667
8265,lsHOzSB0,1.0,39.0,resign,white,14+2,stutberidze,1076.0,pedrovenanci,1440.0,e4 e5 Bc4 h6 Qf3 Nf6 Nh3 d6 d3 Nc6 Nc3 Na5 Bb5+ c6 b4 cxb5 bxa5 a6 Nd5 Nxd5 exd5 Qxa5+ Bd2 Qc7 O-O Be7 c4 bxc4 dxc4 O-O Rae1 Bxh3 Qxh3 Qxc4 Re2 Qxd5 Qf3 Kh7 Qxd5,C23,Bishop's Opening,3.0,80.18866666666666
8266,P8j1Sblw,1.0,113.0,mate,white,180+180,qwertygotousakorea,1421.0,jam0h101,1315.0,e4 e5 d3 d6 Nf3 Nf6 Nc3 Nc6 Be3 Be6 Be2 Be7 d4 d5 dxe5 dxe4 exf6 Bxf6 Nxe4 Be7 Nfg5 f6 Nxe6 Qc8 Nxg7+ Kf7 Bh6 Bb4+ c3 Ba5 Bc4+ Ke7 Ng3 Ne5 Ng7f5+ Ke8 Qh5+ Nf7 Bb5+ Kd8 Rad1+ Nd6 Ng7 a6 Be8 Rhxe8+ Nxe8 Qe6+ Ne2 Ke7 Bg7 Rxe8 Rd2 Qg8 Rd3 Qxg7 Re3+ Kf8 Qc5 Bb6 Rg3 Qd7 Qh5 Qe7 Qh6+ Kf7 Rg7+ Kf8 Rgxh7+ Kg8 Rh7h8+ Kf7 Qh5+ Ke6 Nf4+ Kd7+ Ne2 Qxe2+ Qxe2 Rxe2+ Kxe2 Nf5 Rd1+ Ke6 Re8+ Ne7 Kf3 Kf7 Rdd8 Bc5 Ref8+ Ke6 Ke4 c6 Rfh8 Ng6 Rde8+ Be7 Rh6 Kf7 Rc8 Kg7 Rh5 Bc5 Rc7+ Be7 Kf5 Kf7 Rhh7+ Kf8 Rc8+ Bd8 Rxd8#,C20,King's Pawn Game: Leonardis Variation,3.0,306.32933333333335
8267,WF8oMrhP,1.0,74.0,resign,black,7+3,,1549.0,amadofranco2016,1549.0,e4 e5 Nf3 d6 Bc4 Be7 d3 Nf6 Nc3 c5 Bg5 O-O Bxf6 Bxf6 Nd5 Be6 Nxf6+ Qxf6 Bxe6 Qxe6 Ng5 Qg6 Qg4 h6 h4 hxg5 Qxg5 Qxg5 hxg5 f6 gxf6 Rxf6 f3 Nc6 O-O-O Nd4 c3 Ne2+ Kd2 Nf4 g3 Ne6 Rdf1 Raf8 Ke2 Kf7 Rh4 Ke7 f4 exf4 gxf4 Rxf4 Rhxf4 Rxf4 Rxf4 Nxf4+ Ke3 g5 Kf3 Nxd3 b3 Kf6 Ke3 Ne5 b4 cxb4 cxb4 g4 a3 Kg5 Kf2 Kf4 Kg2 Kxe4,C41,Philidor Defense #4,6.0,38.037
8268,Iid9f5T6,1.0,27.0,resign,white,10+5,arda0000000,1695.0,peterqiu,1669.0,e4 c5 Bc4 d6 d3 Nc6 Bb5 a6 Bxc6+ bxc6 c3 d5 Qa4 dxe4 Qxc6+ Bd7 Qxe4 f5 Qd5 Nf6 Qxc5 e6 Qc4 Qb6 Qb3 Ng4 Qxb6,B20,Sicilian Defense: Bowdler Attack,3.0,39.10783333333333
8269,0OznnvRO,1.0,71.0,resign,white,5+8,don-vildo,1610.0,mrmandelbrot,1198.0,e4 e5 Nf3 d6 d3 f5 Nbd2 f4 b3 Bd7 Bb2 g6 h3 Bg7 Qe2 Ne7 g4 c5 Nh2 Nec6 Bg2 Nd4 Bxd4 exd4 f3 g5 Nc4 Nc6 Nxd6+ Ke7 Nf5+ Kf8 Nxg7 Kxg7 O-O Ne5 Rfe1 Qa5 Nf1 Rhe8 Nd2 b5 a4 c4 axb5 Qxb5 bxc4 Qb4 Nb3 a5 Nxd4 Qb2 Reb1 Qxd4+ Qf2 Qe3 Qxe3 fxe3 Re1 Reb8 Rxe3 Rb2 Re2 Rab8 d4 Rb1+ Rxb1 Rxb1+ Kf2 Bb5 cxb5,C41,Philidor Defense #2,4.0,91.23766666666667
8270,EIY5ybSq,1.0,66.0,resign,black,5+8,mauro0108,1621.0,juanma206,1703.0,e4 e5 a3 Nf6 Nc3 Nc6 Bc4 Bc5 h3 O-O d3 a6 Nge2 b5 Ba2 Bb7 O-O Nd4 Ng3 d5 Bg5 h6 Bd2 dxe4 Ncxe4 Nxe4 Nxe4 Bxe4 dxe4 Qh4 c3 Ne6 Qe2 Nf4 Bxf4 Qxf4 g3 Qxg3+ Kh1 Qxh3+ Kg1 Rad8 Rad1 Rxd1 Rxd1 Kh7 Rd5 Bd6 c4 f5 Bb1 Rf6 exf5 e4 Bxe4 Bh2+ Kh1 Bd6+ Kg1 Bh2+ Kh1 Bf4+ Kg1 c6 Rc5 Bh2+,C26,Vienna Game: Mengarini Variation,5.0,121.90616666666666
8271,LS2q6BCI,1.0,49.0,mate,white,10+0,srinikhil963,1730.0,agarchess16,1592.0,c4 c5 Nf3 Nf6 Nc3 Nc6 d4 e6 d5 exd5 cxd5 Nb4 a3 Na6 d6 Qb6 e4 Qxd6 Qxd6 Bxd6 e5 Bxe5 Nxe5 O-O Bf4 Re8 O-O-O Nc7 Nc4 Ne6 Be5 Ng4 Nd6 Re7 Nd5 Nxf2 Nxe7+ Kf8 Nexc8 Rxc8 Nxc8 Nxh1 Rxd7 Ke8 Bb5 a6 Re7+ Kd8 Re8#,A35,English Opening: Symmetrical Variation |  Four Knights Variation,6.0,117.90633333333334
8272,q1EG1OqB,1.0,28.0,resign,black,10+0,chessbro47,2213.0,lebeusz,2224.0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Nc3 Bg7 Be3 Nf6 Be2 d5 Nxc6 bxc6 f3 e5 O-O d4 Nb5 cxb5 Bxb5+ Bd7 Bxd7+ Nxd7 Bd2 Qb6,B34,Sicilian Defense: Accelerated Dragon |  Modern Variation,9.0,28.536333333333335
8273,9VNunU3S,0.0,83.0,mate,white,10+5,schachmalanders,2401.0,pietaritamminen,1416.0,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 a6 Na3 Be6 Bg5 Be7 Bxf6 Bxf6 Nd5 Bxd5 Qxd5 Nc6 c3 O-O Be2 Re8 O-O Qe7 Rad1 Rad8 Nc4 Qe6 Qxe6 Rxe6 Rd3 b5 Nb6 Rde8 Nd5 Rc8 Rfd1 Be7 Nxe7+ Rxe7 Rxd6 Rec7 h3 h6 a4 bxa4 Bxa6 Nb8 Bxc8 Rxc8 Rd8+ Rxd8 Rxd8+ Kh7 Rxb8 Kg6 Ra8 Kg5 Rxa4 Kf4 c4 Kxe4 c5+ Kd5 b4 Kc6 Ra6+ Kb5 Rb6+ Kc4 c6 f6 c7 g5 c8=Q+ Kd4 Rd6+ Ke4 Qg4#,B56,Sicilian Defense: Modern Variations,9.0,260.194
8274,Jiqldme7,1.0,29.0,mate,white,10+0,jg2017,1603.0,i_dan,1963.0,d4 d5 Bf4 Nc6 Nf3 Bf5 e3 a6 Bd3 Bxd3 Qxd3 Qd7 Ne5 Nxe5 Bxe5 f6 Bf4 O-O-O c4 e6 Nc3 Bb4 cxd5 Qxd5 O-O Bxc3 Qxc3 Ne7 Qxc7#,D00,Queen's Pawn Game: Mason Attack,3.0,35.1745
8275,AbmeSgDu,1.0,79.0,resign,white,10+0,craciun05,1905.0,cemalsertdemir,1902.0,d4 d6 e3 g6 Bd3 Bg7 f4 Nf6 Nf3 O-O e4 c5 c3 Nc6 e5 dxe5 fxe5 Nd7 O-O cxd4 cxd4 Nb6 Be3 Nd5 Bf2 Nf4 Bc4 Bg4 Be3 Nd5 Bf2 a6 Nc3 Nxc3 bxc3 b5 Bb3 Na5 h3 Bf5 Qe2 Rc8 Rac1 Qc7 g4 Nxb3 axb3 Be6 Qb2 Bd5 Nd2 Bh6 Bg3 Qc6 Kh2 Rfd8 c4 bxc4 bxc4 Be6 d5 Bxd5 cxd5 Qxd5 Rxc8 Rxc8 Nf3 Qe4 Rf2 Be3 Qe2 f5 gxf5 gxf5 Rg2 f4 Bxf4+ Kf7 Qxe3,A41,Queen's Pawn,2.0,80.70666666666666
8276,bkYoeFvy,1.0,44.0,mate,black,10+8,socal,1443.0,john007,1227.0,d4 d5 c4 c6 Nc3 Nf6 Nf3 Na6 Bf4 Nb4 Qb3 a5 e4 dxe4 Ng5 Rg8 Ncxe4 Bf5 Bd3 Qxd4 O-O Bxe4 Bxe4 Nxe4 Be3 Qe5 Nxh7 Rh8 Nxf8 Kxf8 Rad1 Qh5 h3 a4 Qxb4 Qg6 Qxb7 Re8 Rfe1 Rxh3 Qc7 Qh5 Kf1 Rh1#,D15,Slav Defense: Three Knights Variation,7.0,88.63666666666667
8277,dv1yOPo2,1.0,64.0,resign,black,5+5,thenowhereman,1949.0,tunisinov,1957.0,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f4 Bg4 Nf3 O-O Be2 Bxf3 Bxf3 Nbd7 O-O c5 d5 e5 g4 exf4 g5 Ne8 Bxf4 Ne5 Bg2 a6 h4 Rb8 a4 Nxc4 Qe2 Ne5 h5 gxh5 Qxh5 Ng6 Be3 Be5 Kf2 f5 Ke2 Ng7 Qh6 f4 Rh1 fxe3 Qxh7+ Kf7 Raf1+ Nf4+ Kxe3 Qxg5 Bh3 Rh8 Be6+ Ke7 Qxh8 Ng6+ Kd3 Nxh8 Rhg1 Qh4,E76,King's Indian Defense: Four Pawns Attack,9.0,109.09766666666667
8278,zQ6b9KMq,1.0,53.0,mate,white,10+3,sara_z_1396,1147.0,jayaram,1185.0,f4 e6 Nf3 Qf6 e3 Nc6 d4 d5 Bd3 Nb4 O-O Nh6 h3 Nxd3 cxd3 Nf5 Re1 Bb4 Nc3 Bd7 Qb3 Qe7 Bd2 a5 a3 Bxc3 Bxc3 a4 Qxb7 O-O Bb4 Nd6 Qxc7 Rfc8 Qb6 Bc6 Rac1 Rcb8 Qxc6 Rc8 Bxd6 Qc7 Bxc7 g6 Ne5 Ra7 Qd7 Raa8 Qxf7+ Kh8 Nxg6+ hxg6 Be5#,A02,Bird Opening,1.0,197.74583333333334
8279,3tX9qTuT,1.0,49.0,resign,white,15+5,iosif22,1692.0,vladimir-kramnik-1,1674.0,e4 e6 Nf3 d5 exd5 exd5 d4 c5 c4 Nf6 Be2 Nc6 O-O h6 Rfe1 Be7 Nc3 O-O cxd5 Nxd5 Ne4 cxd4 Nxd4 Nxd4 Qxd4 b6 Red1 Bb7 Bf3 Nf6 Nxf6+ Bxf6 Qg4 Qc7 Bf4 Bxf3 Qxf3 Qe7 Bd6 Qe6 Bxf8 Rxf8 Qb3 Qe5 Rab1 Re8 g3 Qe4 Rbc1,C00,French Defense: Knight Variation,3.0,120.02883333333334
8280,6R9oNrS0,1.0,65.0,resign,white,10+0,rh-sah,1421.0,pomyleniec,1429.0,e4 e5 Nf3 Nc6 Bb5 d6 O-O Bg4 d3 Bxf3 Qxf3 f6 Nc3 a6 Bxc6+ bxc6 Bd2 Rb8 Rab1 d5 exd5 Bb4 Rfe1 cxd5 d4 h6 dxe5 fxe5 Rxe5+ Ne7 Qh5+ g6 Qxg6+ Kf8 Bxh6+ Rxh6 Qxh6+ Kf7 Qh7+ Kf6 Nxd5+ Nxd5 Qf5+ Kg7 Rxd5 Qf6 Qg4+ Qg6 Rd7+ Kf6 Qf4+ Qf5 Rf7+ Kxf7 Qxf5+ Ke7 Re1+ Bxe1 Qe5+ Kd7 Qxe1 Rxb2 f3 Rxc2 Qd1+,C62,Ruy Lopez: Steinitz Defense,6.0,118.26683333333334
8281,z9e5g27z,1.0,116.0,mate,black,5+5,batusai809,1302.0,gelus,1611.0,e4 g6 c3 Bg7 d4 b6 Nd2 Bb7 Ngf3 d6 Bc4 e6 O-O Ne7 g3 d5 exd5 Nxd5 b3 a6 Ba3 Ne7 Rac1 O-O Rc2 Rfe8 Bd3 Nd7 Ne4 Rac8 Nfg5 h6 Qd2 hxg5 f4 gxf4 Rxf4 Nf5 g4 Bh6 g5 Bxg5 Nxg5 Qxg5+ Kf1 Nf6 Be4 Bxe4 Rxe4 Qxd2 Rxd2 Nxe4 Rd3 Rcd8 Bc1 Rd7 a4 c5 b4 cxd4 Bf4 Red8 Be5 dxc3 Rxd7 Rxd7 Bxc3 Nxc3 a5 bxa5 bxa5 Rd5 h3 Rxa5 h4 Nxh4 Kf2 g5 Ke3 f5 Kd4 Ne2+ Ke3 Re5+ Kf2 a5 Ke1 a4 Kd2 a3 Kc2 Rb5 Kd3 Nf4+ Kc4 Rb8 Kc5 a2 Kd6 a1=Q Ke7 Qg7+ Kd6 e5 Kc5 e4 Kc4 e3 Kc5 Qd7 Kc4 Rc8+ Kb4 Qb7+ Ka4 Ra8#,B06,Modern Defense,2.0,
